period,year,month,EW_total_individuals_SA,EW_bankruptcy_SA,EW_DRO_SA,EW_IVA_SA,EW_total_individuals_NSA,EW_bankruptcy_NSA,EW_DRO_NSA,EW_IVA_NSA,EW_IVA_approved_SA,EW_IVA_approved_NSA,EW_IVA_approved_rate_per_10000,EW_individual_rate_per_10000,EW_bankruptcy_rate_per_10000,EW_DRO_rate_per_10000,EW_IVA_rate_per_10000,EW_creditor_bankrupt_SA,EW_debtor_bankrupt_SA,EW_creditor_bankrupt_NSA,EW_debtor_bankrupt_NSA,EW_self_employed_bankrupt_SA,EW_other_bankrupt_SA,EW_self_employed_bankrupt_NSA,EW_other_bankrupt_NSA,EW_unknown_bankrupt_NSA,EW_total_IPO_IPA_NSA,EW_IPO_NSA,EW_IPA_NSA,EW_total_breathing_space_NSA,EW_standard_breathing_space_NSA,EW_mental_health_breathing_space_NSA
2021-11,2021,11,9257,629,1879,6749,9391,652,2054,6685,6966,7483,17,23.5,1.9,4.1,17.5,90,539,100,552,110,450,116,459,77,163,0,163,4863,4773,90
2021-12,2021,12,9294,582,2012,6700,8452,454,1872,6126,7087,6602,17,23.3,1.8,4.3,17.2,93,489,74,380,110,397,89,300,65,134,0,134,4196,4092,104
2022-01,2022,1,9716,576,2122,7018,8485,585,1873,6027,6831,4659,17.1,23.3,1.8,4.4,17.1,73,503,78,507,87,424,86,437,62,106,0,106,5279,5207,72
2022-02,2022,2,11682,573,2206,8903,9837,601,2245,6991,7382,7566,17.3,23.9,1.7,4.6,17.6,99,474,106,495,104,405,111,420,70,113,0,113,5800,5712,88
2022-03,2022,3,9536,559,2114,6863,11553,657,2513,8383,7420,8467,17.3,24,1.6,4.8,17.6,102,457,108,549,106,375,130,445,82,116,1,115,6270,6149,121
2022-04,2022,4,9561,581,2081,6899,9789,559,1923,7307,7813,7845,17.5,24,1.6,4.9,17.5,98,483,96,463,99,414,96,397,66,92,0,92,5388,5282,106
2022-05,2022,5,10086,592,1973,7521,10499,590,2033,7876,7254,7464,17.8,24.4,1.5,5,17.9,96,496,93,497,101,408,99,408,83,53,1,52,5749,5638,111
2022-06,2022,6,9927,495,1936,7496,10534,500,1912,8122,7361,7648,17.9,24.5,1.5,5.1,17.9,90,405,90,410,105,329,102,330,68,124,0,124,5772,5687,85
2022-07,2022,7,9475,564,1928,6983,9201,545,1836,6820,7713,7685,18,24.5,1.5,5.1,18,84,480,84,461,105,392,100,387,58,104,0,104,6112,5994,118
2022-08,2022,8,9564,565,1966,7033,9583,579,1932,7072,7446,7849,18.2,24.6,1.5,5.1,18,91,474,88,491,104,395,104,407,68,108,0,108,6058,5971,87
2022-09,2022,9,9346,550,1747,7049,10024,548,1812,7664,7382,7565,18.3,24.6,1.4,5,18.1,112,438,116,432,103,381,99,391,58,113,0,113,6177,6085,92
2022-10,2022,10,9923,546,1865,7512,10530,550,1894,8086,7067,7071,18.4,24.7,1.4,5,18.3,84,462,81,469,101,376,103,373,74,85,0,85,6342,6230,112
2022-11,2022,11,10377,540,2108,7729,10478,561,2269,7648,6883,7400,18.4,24.9,1.4,5.1,18.5,105,435,116,445,105,357,113,361,87,97,1,96,6796,6689,107
2022-12,2022,12,9559,541,2175,6843,8240,407,1979,5854,6340,5674,18.2,24.9,1.4,5.1,18.4,108,433,86,321,107,365,84,265,58,62,0,62,5029,4912,117
2023-01,2023,1,8538,587,1951,6000,7748,641,1741,5366,6378,4559,18.2,24.7,1.4,5,18.2,110,477,123,518,115,396,121,439,81,65,2,63,7584,7487,97
2023-02,2023,2,9423,577,2065,6781,8226,612,2083,5531,6106,6326,17.9,24.3,1.4,5,17.9,118,459,126,486,118,399,126,421,65,59,0,59,7312,7173,139
2023-03,2023,3,9594,583,2917,6094,11443,683,3383,7377,6435,7333,17.6,24.3,1.4,5.2,17.7,111,472,118,565,135,386,159,453,71,48,3,45,8282,8110,172
2023-04,2023,4,9229,588,2656,5985,9009,545,2384,6080,5834,5788,17.2,24.1,1.4,5.3,17.4,135,453,127,418,107,392,102,364,79,15,0,15,6613,6485,128
2023-05,2023,5,9128,618,2290,6220,9995,653,2505,6837,5745,6157,16.9,24,1.4,5.4,17.2,131,487,132,521,120,436,120,468,65,23,0,23,6683,6609,74
2023-06,2023,6,7881,649,2422,4810,8132,657,2320,5155,5358,5499,16.4,23.5,1.5,5.4,16.6,136,513,136,521,120,461,115,460,82,71,1,70,7936,7825,111
2023-07,2023,7,8451,645,2668,5138,8291,644,2667,4980,5191,5302,15.9,23.3,1.5,5.6,16.2,146,499,149,495,112,464,107,474,63,112,0,112,7794,7660,134
2023-08,2023,8,8624,674,2753,5197,8556,671,2714,5171,4891,5197,15.4,23,1.5,5.8,15.8,158,516,149,522,129,458,131,461,79,108,1,107,7605,7488,117
2023-09,2023,9,7243,710,2911,3622,7284,684,2913,3687,4887,4759,14.8,22.4,1.5,6,14.9,179,531,189,495,135,465,125,461,98,86,0,86,7691,7574,117
2023-10,2023,10,9100,676,3177,5247,9886,713,3245,5928,4875,5108,14.4,22.3,1.6,6.3,14.5,158,518,160,553,131,460,143,478,92,119,0,119,7637,7509,128
2023-11,2023,11,8051,679,2996,4376,8265,684,3290,4291,4904,5295,13.9,21.8,1.6,6.5,13.7,153,526,162,522,130,457,136,445,103,86,0,86,7484,7351,133
2023-12,2023,12,8170,710,2911,4549,6598,510,2472,3616,5174,4456,13.6,21.4,1.6,6.6,13.3,160,550,124,386,139,481,107,330,73,90,0,90,5769,5657,112
2024-01,2024,1,8589,688,2974,4927,8104,785,2793,4526,5165,3766,13.5,21.5,1.6,6.8,13.1,153,535,179,606,116,475,124,549,112,88,0,88,8356,8231,125
2024-02,2024,2,10846,665,2849,7332,10143,720,3007,6416,5340,5828,13.3,21.9,1.6,7,13.2,119,546,126,594,118,462,130,499,91,89,0,89,8073,7964,109
2024-03,2024,3,8767,689,2723,5355,9074,682,2592,5800,5052,5387,12.9,21.3,1.6,6.8,12.9,155,534,153,529,113,477,119,472,91,69,1,68,7710,7610,100
2024-04,2024,4,9731,662,3525,5544,10806,725,3808,6273,5266,5524,12.8,21.7,1.7,7.1,12.9,141,521,146,579,121,448,130,495,100,44,1,43,7649,7547,102
2024-05,2024,5,9456,624,3806,5026,10155,621,4006,5528,5406,5723,12.7,21.7,1.7,7.4,12.6,133,491,123,498,106,427,102,428,91,140,2,138,7652,7547,105
2024-06,2024,6,10496,667,4331,5498,9726,616,3869,5241,5335,5093,12.6,22,1.7,7.7,12.6,179,488,167,449,141,400,129,364,123,108,0,108,6971,6875,96
2024-07,2024,7,10520,648,4115,5757,11435,708,4449,6278,5288,5787,12.7,22.6,1.7,8,12.9,163,485,179,529,113,412,116,461,131,137,0,137,7369,7244,125
2024-08,2024,8,9947,605,4100,5242,9365,555,3871,4939,5294,5181,12.7,22.7,1.6,8.3,12.8,155,450,139,416,92,396,85,363,107,114,0,114,7256,7138,118
2024-09,2024,9,10460,575,3959,5926,10566,544,3955,6067,5384,5355,12.8,23.4,1.6,8.5,13.3,159,416,164,380,[x],[x],[x],[x],[x],122,3,119,[x],[x],[x]
2024-10,2024,10,8952,596,3793,4563,10096,630,4061,5405,[x],[x],[x],23.4,1.6,8.6,13.2,160,436,163,467,[x],[x],[x],[x],[x],140,1,139,7099,7002,97
