period,year,month,EW_total_individuals_SA,EW_bankruptcy_SA,EW_DRO_SA,EW_IVA_SA,EW_total_individuals_NSA,EW_bankruptcy_NSA,EW_DRO_NSA,EW_IVA_NSA,EW_IVA_approved_SA,EW_IVA_approved_NSA,EW_IVA_approved_rate_per_10000,EW_individual_rate_per_10000,EW_bankruptcy_rate_per_10000,EW_DRO_rate_per_10000,EW_IVA_rate_per_10000,EW_creditor_bankrupt_SA,EW_debtor_bankrupt_SA,EW_creditor_bankrupt_NSA,EW_debtor_bankrupt_NSA,EW_self_employed_bankrupt_SA,EW_other_bankrupt_SA,EW_self_employed_bankrupt_NSA,EW_other_bankrupt_NSA,EW_unknown_bankrupt_NSA,EW_total_IPO_IPA_NSA,EW_IPO_NSA,EW_IPA_NSA,EW_total_breathing_space_NSA,EW_standard_breathing_space_NSA,EW_mental_health_breathing_space_NSA
2017-06,2017,6,7691,1251,2154,4286,7956,1275,2217,4464,4999,5187,12.1,20.4,3.3,5.4,11.7,249,1002,247,1028,271,950,274,972,29,264,4,260,[z],[z],[z]
2017-07,2017,7,9172,1283,2030,5859,9769,1268,2068,6433,5287,5343,12.2,20.7,3.3,5.4,12,261,1022,267,1001,276,963,269,976,23,273,6,267,[z],[z],[z]
2017-08,2017,8,8769,1213,2228,5328,8785,1234,2235,5316,5114,5467,12.4,20.9,3.3,5.4,12.2,263,950,272,962,287,910,293,923,18,295,2,293,[z],[z],[z]
2017-09,2017,9,8546,1263,2073,5210,9242,1236,1971,6035,5309,5165,12.5,20.9,3.3,5.4,12.3,282,981,277,959,312,927,289,932,15,287,7,280,[z],[z],[z]
2017-10,2017,10,7415,1256,2100,4059,7566,1321,2207,4038,5175,5555,12.7,20.9,3.3,5.4,12.2,293,963,293,1028,302,925,319,983,19,332,3,329,[z],[z],[z]
2017-11,2017,11,8985,1283,2125,5577,9409,1303,2289,5817,5522,6059,12.9,21.1,3.3,5.4,12.5,263,1020,265,1038,306,972,310,973,20,320,3,317,[z],[z],[z]
2017-12,2017,12,9210,1298,2209,5703,7751,941,1859,4951,5479,4685,13.1,21.4,3.3,5.4,12.7,272,1026,196,745,317,966,241,691,9,217,1,216,[z],[z],[z]
2018-01,2018,1,8675,1363,2180,5132,8741,1505,2028,5208,5816,4693,13.3,21.6,3.3,5.4,12.9,306,1057,384,1121,318,1016,364,1108,33,239,4,235,[z],[z],[z]
2018-02,2018,2,8500,1387,2167,4946,7166,1415,2144,3607,5819,5781,13.5,21.6,3.3,5.5,12.8,325,1062,311,1104,336,1047,333,1062,20,231,2,229,[z],[z],[z]
2018-03,2018,3,9175,1380,2213,5582,10371,1464,2372,6535,5842,6286,13.7,21.8,3.3,5.5,13,318,1062,329,1135,332,1016,360,1079,25,197,1,196,[z],[z],[z]
2018-04,2018,4,9890,1383,2322,6185,9828,1440,2306,6082,5583,5580,13.9,22.5,3.4,5.6,13.5,341,1042,337,1103,320,1048,328,1089,23,178,3,175,[z],[z],[z]
2018-05,2018,5,9524,1351,2361,5812,9753,1361,2495,5897,6396,6564,14.3,22.9,3.4,5.6,13.9,280,1071,297,1064,312,1034,317,1027,17,227,1,226,[z],[z],[z]
2018-06,2018,6,9037,1343,2261,5433,8824,1307,2221,5296,5663,5533,14.3,23.1,3.4,5.6,14,291,1052,287,1020,330,1001,313,977,17,255,5,250,[z],[z],[z]
2018-07,2018,7,9387,1458,2408,5521,10266,1496,2492,6278,5528,5852,14.4,23.2,3.4,5.7,14,358,1100,373,1123,352,1048,366,1112,18,275,2,273,[z],[z],[z]
2018-08,2018,8,9398,1424,2444,5530,9226,1410,2397,5419,5044,5305,14.4,23.2,3.5,5.8,14,313,1111,301,1109,338,1054,338,1047,25,283,3,280,[z],[z],[z]
2018-09,2018,9,7569,1397,2292,3880,7530,1303,2108,4119,5704,5504,14.5,22.9,3.5,5.8,13.6,275,1122,254,1049,325,1070,287,987,29,275,1,274,[z],[z],[z]
2018-10,2018,10,10720,1394,2274,7052,11497,1551,2525,7421,6597,7241,14.8,23.7,3.5,5.8,14.3,281,1113,296,1255,312,1038,342,1181,28,352,1,351,[z],[z],[z]
2018-11,2018,11,12637,1346,2418,8873,12962,1345,2550,9067,6540,7031,15,24.4,3.5,5.9,15,281,1065,278,1067,308,1000,311,997,37,321,0,321,[z],[z],[z]
2018-12,2018,12,10483,1416,2344,6723,8831,1046,2046,5739,6357,5520,15.2,24.7,3.6,5.9,15.2,291,1125,213,833,313,1080,236,787,23,268,2,266,[z],[z],[z]
2019-01,2019,1,9739,1361,2293,6085,9747,1479,2144,6124,6380,5073,15.3,24.9,3.6,6,15.3,280,1081,339,1140,302,1026,337,1092,50,275,4,271,[z],[z],[z]
2019-02,2019,2,10003,1380,2362,6261,8278,1431,2369,4478,6609,6651,15.5,25.1,3.6,6,15.5,236,1144,235,1196,295,1057,299,1083,49,238,2,236,[z],[z],[z]
2019-03,2019,3,11204,1447,2321,7436,12213,1559,2433,8221,6670,6839,15.6,25.5,3.6,6,15.9,278,1169,273,1286,302,1115,328,1186,45,286,2,284,[z],[z],[z]
2019-04,2019,4,9354,1433,2416,5505,9683,1492,2389,5802,7125,7473,16,25.4,3.6,6,15.8,291,1142,305,1187,325,1042,343,1104,45,196,4,192,[z],[z],[z]
2019-05,2019,5,10580,1445,2184,6951,10989,1442,2289,7258,6696,6753,16,25.7,3.6,6,16.1,291,1154,296,1146,311,1074,307,1083,52,262,4,258,[z],[z],[z]
2019-06,2019,6,10441,1412,2255,6774,9721,1301,2118,6302,6860,6621,16.2,25.9,3.6,6,16.3,290,1122,271,1030,324,1075,290,967,44,269,4,265,[z],[z],[z]
2019-07,2019,7,10855,1349,2179,7327,12254,1464,2395,8395,6965,7525,16.6,26.3,3.6,5.9,16.7,272,1077,299,1165,299,942,325,1089,50,378,4,374,[z],[z],[z]
2019-08,2019,8,9604,1418,2045,6141,8910,1348,1955,5607,6921,6960,16.9,26.2,3.6,5.8,16.8,255,1163,237,1111,312,1072,297,1012,39,268,6,262,[z],[z],[z]
2019-09,2019,9,11743,1387,2508,7848,12280,1366,2438,8476,6776,6834,17.2,27.2,3.6,5.9,17.7,268,1119,251,1115,284,1069,265,1077,24,298,3,295,[z],[z],[z]
2019-10,2019,10,9204,1284,2269,5651,10055,1405,2509,6141,7075,7825,17.3,26.9,3.6,5.9,17.4,230,1054,234,1171,265,988,286,1073,46,318,2,316,[z],[z],[z]
2019-11,2019,11,9874,1410,2305,6159,9606,1365,2352,5889,6766,6880,17.3,26.1,3.6,5.9,16.7,226,1184,229,1136,270,1111,261,1071,33,305,2,303,[z],[z],[z]
2019-12,2019,12,9542,1418,2330,5794,8404,1091,2076,5237,7223,6633,17.5,26,3.6,5.9,16.6,212,1206,159,932,252,1120,203,854,34,244,0,244,[z],[z],[z]
2020-01,2020,1,10557,1450,2382,6725,10500,1540,2209,6751,7657,5803,17.6,26.2,3.6,5.9,16.7,212,1238,243,1297,279,1109,301,1201,38,272,2,270,[z],[z],[z]
2020-02,2020,2,10136,1493,2325,6318,8590,1558,2392,4640,7856,7966,17.9,26.3,3.6,5.9,16.8,196,1297,210,1348,305,1185,312,1211,35,205,3,202,[z],[z],[z]
2020-03,2020,3,6764,1304,2099,3361,7832,1487,2314,4031,7734,8598,18.3,25.3,3.6,5.8,15.9,172,1132,174,1313,255,1034,298,1162,27,202,3,199,[z],[z],[z]
2020-04,2020,4,9793,821,1542,7430,10402,817,1497,8088,5534,5810,17.9,25.5,3.4,5.7,16.4,36,785,33,784,145,671,144,663,10,105,0,105,[z],[z],[z]
2020-05,2020,5,14341,825,1644,11872,13852,742,1544,11566,4154,3900,17.3,26.1,3.3,5.5,17.3,57,768,52,690,106,701,93,630,19,149,1,148,[z],[z],[z]
2020-06,2020,6,7827,872,1760,5195,8282,883,1779,5620,3889,4015,16.8,25.8,3.2,5.4,17.1,71,801,71,812,133,705,130,732,21,184,1,183,[z],[z],[z]
2020-07,2020,7,6664,916,1527,4221,7334,937,1626,4771,5016,5355,16.3,24.7,3.1,5.3,16.4,87,829,88,849,140,711,142,770,25,173,1,172,[z],[z],[z]
2020-08,2020,8,7108,866,1451,4791,6381,793,1334,4254,5793,5729,16,24.2,3,5.1,16.1,97,769,85,708,135,718,122,645,26,164,2,162,[z],[z],[z]
2020-09,2020,9,6897,1032,1519,4346,7471,1056,1530,4885,6460,6713,16,23.1,2.9,4.9,15.3,92,940,93,963,195,789,191,828,37,158,1,157,[z],[z],[z]
2020-10,2020,10,11360,1050,1488,8822,11955,1076,1575,9304,6749,6942,15.8,23.5,2.8,4.7,16,110,940,106,970,178,803,179,811,86,150,2,148,[z],[z],[z]
2020-11,2020,11,9695,979,1398,7318,9337,945,1430,6962,6623,6946,15.8,23.5,2.7,4.5,16.2,111,868,110,835,157,773,153,725,67,208,3,205,[z],[z],[z]
2020-12,2020,12,10415,1048,1339,8028,9622,824,1243,7555,6795,6481,15.8,23.7,2.7,4.4,16.7,103,945,81,743,204,774,169,594,61,170,3,167,[z],[z],[z]
2021-01,2021,1,9409,866,1382,7161,8330,840,1175,6315,6406,4374,15.5,23.3,2.5,4.1,16.6,90,776,98,742,133,623,130,608,102,209,1,208,[z],[z],[z]
2021-02,2021,2,8180,888,1369,5923,6839,920,1394,4525,6354,6483,15.2,22.9,2.4,3.9,16.5,102,786,107,813,134,682,140,692,88,140,2,138,[z],[z],[z]
2021-03,2021,3,9012,868,1416,6728,10954,1042,1594,8318,7157,8339,15.1,23.5,2.3,3.8,17.4,97,771,105,937,121,677,150,811,81,67,0,67,[z],[z],[z]
2021-04,2021,4,9225,833,1466,6926,9872,825,1429,7618,6544,6656,15.3,23.4,2.3,3.7,17.3,87,746,86,739,118,644,119,639,67,65,3,62,[z],[z],[z]
2021-05,2021,5,8701,782,1577,6342,8496,732,1529,6235,6609,6359,15.8,22.3,2.3,3.7,16.2,88,694,85,647,136,574,122,533,77,45,0,45,6105,6058,47
2021-06,2021,6,9324,738,1426,7160,9848,750,1416,7682,6923,7136,16.4,22.6,2.3,3.7,16.6,102,636,105,645,108,525,108,537,105,92,0,92,5639,5576,63
2021-07,2021,7,8917,638,1787,6492,9089,634,1867,6588,6731,6848,16.7,22.9,2.2,3.7,17,96,542,100,534,106,434,104,451,79,76,0,76,5544,5456,88
2021-08,2021,8,9744,645,1808,7291,9116,625,1719,6772,6903,7130,17,23.5,2.2,3.8,17.5,83,562,75,550,104,483,103,465,57,108,1,107,4848,4781,67
2021-09,2021,9,9355,623,2063,6669,9968,630,2150,7188,6323,6596,17,24,2.1,3.9,18,75,548,77,553,108,454,105,465,60,109,1,108,5094,5010,84
2021-10,2021,10,9688,626,1923,7139,9682,618,1937,7127,6616,6558,16.9,23.5,2,4,17.5,106,520,100,518,115,434,115,416,87,113,0,113,4836,4755,81
2021-11,2021,11,9251,628,1886,6737,9391,652,2054,6685,6986,7483,17,23.5,1.9,4.1,17.5,90,538,100,552,109,453,116,459,77,163,0,163,4863,4773,90
2021-12,2021,12,9229,584,2034,6611,8452,454,1872,6126,7012,6602,17,23.3,1.8,4.3,17.2,94,490,74,380,108,395,89,300,65,134,0,134,4197,4093,104
2022-01,2022,1,9681,584,2101,6996,8485,585,1873,6027,6846,4657,17.1,23.3,1.8,4.4,17.1,70,514,78,507,88,434,86,437,62,106,0,106,5287,5215,72
2022-02,2022,2,11461,574,2185,8702,9834,601,2245,6988,7387,7564,17.3,23.9,1.7,4.6,17.6,99,475,106,495,104,412,111,420,70,113,0,113,5804,5716,88
2022-03,2022,3,9553,561,2186,6806,11552,657,2513,8382,7261,8467,17.3,24,1.6,4.8,17.6,101,460,108,549,104,388,130,445,82,116,1,115,6272,6151,121
2022-04,2022,4,9548,582,2118,6848,9789,559,1923,7307,7948,7845,17.5,24,1.6,4.9,17.5,98,484,96,463,100,409,96,397,66,92,0,92,5388,5282,106
2022-05,2022,5,10101,593,2073,7435,10497,590,2033,7874,7300,7465,17.8,24.4,1.5,5,17.8,97,496,93,497,103,407,99,408,83,53,1,52,5750,5639,111
2022-06,2022,6,9909,492,1889,7528,10533,500,1912,8121,7392,7648,17.9,24.5,1.5,5.1,17.9,91,401,90,410,105,322,102,330,68,124,0,124,5772,5687,85
2022-07,2022,7,9479,564,1869,7046,9201,545,1836,6820,7706,7685,18,24.5,1.5,5.1,18,85,479,84,461,106,383,100,387,58,104,0,104,6112,5994,118
2022-08,2022,8,9446,564,1904,6978,9582,579,1932,7071,7443,7849,18.2,24.6,1.5,5.1,18,93,471,88,491,102,377,104,407,68,108,0,108,6058,5971,87
2022-09,2022,9,9364,544,1753,7067,10024,548,1812,7664,7370,7567,18.3,24.6,1.4,5,18.1,112,432,116,432,101,376,99,391,58,113,0,113,6177,6085,92
2022-10,2022,10,10457,542,1813,8102,10531,551,1894,8086,7080,7070,18.4,24.7,1.4,5,18.3,84,458,82,469,103,376,103,373,75,85,0,85,6342,6230,112
2022-11,2022,11,10308,540,2119,7649,10477,561,2269,7647,6898,7404,18.4,24.9,1.4,5.1,18.5,105,435,116,445,106,366,113,361,87,97,1,96,6796,6689,107
2022-12,2022,12,9440,545,2211,6684,8240,407,1979,5854,6266,5675,18.2,24.9,1.4,5.1,18.4,109,436,86,321,107,372,84,265,58,62,0,62,5029,4912,117
2023-01,2023,1,8560,597,1906,6057,7748,641,1741,5366,6401,4559,18.2,24.7,1.4,5,18.2,105,492,123,518,116,413,121,439,81,65,2,63,7584,7487,97
2023-02,2023,2,9181,578,2021,6582,8225,612,2083,5530,6112,6325,17.9,24.3,1.4,5,17.9,118,460,126,486,119,409,126,421,65,59,0,59,7312,7173,139
2023-03,2023,3,9639,586,2999,6054,11443,683,3383,7377,6254,7334,17.6,24.3,1.4,5.2,17.7,111,475,118,565,128,389,159,453,71,48,3,45,8282,8110,172
2023-04,2023,4,9340,591,2744,6005,9004,545,2384,6075,5952,5786,17.2,24.1,1.4,5.3,17.4,135,456,127,418,112,402,102,364,79,15,0,15,6613,6485,128
2023-05,2023,5,9225,615,2436,6174,9993,653,2505,6835,5792,6156,16.9,23.9,1.4,5.4,17.2,130,485,132,521,120,420,120,468,65,23,0,23,6683,6609,74
2023-06,2023,6,7819,645,2332,4842,8132,657,2320,5155,5409,5500,16.4,23.4,1.5,5.4,16.5,137,508,136,521,117,435,115,460,82,71,1,70,7935,7824,111
2023-07,2023,7,8405,640,2628,5137,8289,644,2667,4978,5187,5299,15.9,23.2,1.5,5.6,16.1,146,494,149,495,113,450,107,474,63,112,0,112,7794,7660,134
2023-08,2023,8,8462,675,2669,5118,8555,671,2714,5170,4903,5199,15.3,23,1.5,5.8,15.7,161,514,149,522,131,438,131,462,78,108,1,107,7607,7488,119
2023-09,2023,9,7242,697,2918,3627,7284,684,2913,3687,4899,4761,14.7,22.4,1.5,6,14.9,177,520,189,495,132,456,125,461,98,86,0,86,7690,7573,117
2023-10,2023,10,9472,675,3068,5729,9886,713,3245,5928,4891,5109,14.3,22.2,1.5,6.3,14.4,158,517,160,553,133,454,144,477,92,120,0,120,7637,7509,128
2023-11,2023,11,8022,676,3038,4308,8267,685,3290,4292,4927,5295,13.9,21.7,1.6,6.5,13.7,153,523,163,522,132,478,136,445,104,86,0,86,7484,7351,133
2023-12,2023,12,8058,724,2958,4376,6598,510,2472,3616,5055,4458,13.6,21.4,1.6,6.6,13.2,166,558,124,386,141,512,107,332,71,90,0,90,5769,5657,112
2024-01,2024,1,8676,699,2934,5043,8104,785,2793,4526,5194,3768,13.4,21.4,1.6,6.8,13,144,555,179,606,115,494,124,550,111,88,0,88,8357,8232,125
2024-02,2024,2,10527,667,2789,7071,10144,721,3007,6416,5368,5835,13.3,21.8,1.6,6.9,13.2,120,547,127,594,121,481,131,500,90,88,0,88,8073,7964,109
2024-03,2024,3,8741,698,2675,5368,9074,682,2592,5800,4925,5410,12.9,21.3,1.6,6.8,12.9,156,542,153,529,111,493,122,477,83,69,1,68,7710,7610,100
2024-04,2024,4,10091,670,3834,5587,10806,725,3808,6273,5404,5529,12.8,21.6,1.7,7.1,12.9,142,528,146,579,124,450,132,500,93,44,1,43,7650,7548,102
2024-05,2024,5,9714,624,4047,5043,10153,622,4006,5525,5451,5724,12.7,21.6,1.7,7.4,12.6,134,490,124,498,112,404,107,426,89,140,2,138,7652,7547,105
2024-06,2024,6,10421,662,4185,5574,9723,616,3869,5238,5388,5093,12.6,21.9,1.7,7.7,12.6,179,483,167,449,149,395,135,370,111,108,0,108,6973,6876,97
2024-07,2024,7,10395,646,4087,5662,11432,708,4449,6275,5317,5833,12.7,22.6,1.7,8,12.9,167,479,179,529,112,394,117,468,123,137,0,137,7369,7244,125
2024-08,2024,8,9699,610,3953,5136,9368,559,3871,4938,5321,5205,12.7,22.7,1.6,8.3,12.8,163,447,143,416,98,380,91,379,89,114,0,114,7256,7138,118
2024-09,2024,9,10383,565,3922,5896,10568,547,3955,6066,5496,5463,12.8,23.4,1.6,8.5,13.3,163,402,167,380,100,362,96,354,97,122,3,119,6855,6761,94
2024-10,2024,10,9343,605,3692,5046,10111,647,4061,5403,5423,5804,13,23.4,1.6,8.6,13.2,172,433,178,469,96,383,106,405,136,140,1,139,7771,7664,107
2024-11,2024,11,10112,598,3708,5806,9842,578,3794,5470,5579,5537,13,23.7,1.6,8.7,13.4,157,441,166,412,105,422,103,365,110,104,0,104,7705,7585,120
2024-12,2024,12,9856,580,3423,5853,8630,432,3044,5154,5716,5379,13.2,24.1,1.6,8.8,13.7,146,434,112,320,103,402,83,268,81,95,0,95,5649,5563,86
2025-01,2025,1,9711,610,3794,5307,8873,661,3525,4687,5668,4077,13.2,24.2,1.5,9,13.7,178,432,210,451,122,400,126,403,132,101,0,101,8240,8150,90
2025-02,2025,2,9947,624,3734,5589,9403,647,3831,4925,5590,5798,13.2,24.1,1.5,9.1,13.4,178,446,178,469,98,415,101,407,139,93,1,92,7889,7775,114
2025-03,2025,3,9340,644,3506,5190,10031,687,3712,5632,5642,6149,13.4,24.2,1.5,9.4,13.4,183,461,186,501,103,422,118,439,130,79,0,79,8033,7932,101
2025-04,2025,4,10239,628,3948,5663,10618,632,3677,6309,5435,5738,13.4,24.2,1.5,9.3,13.4,173,455,173,459,94,419,94,417,121,54,2,52,7273,7170,103
2025-05,2025,5,10307,661,3829,5817,10286,637,3721,5928,5629,5695,13.4,24.2,1.5,9.3,13.4,170,491,159,478,91,450,82,447,108,110,0,110,7804,7683,121
2025-06,2025,6,10289,618,4125,5546,10202,616,4045,5541,5964,5898,13.5,24.3,1.5,9.3,13.5,128,490,122,494,91,433,87,436,93,104,0,104,7637,7535,102
2025-07,2025,7,10454,616,3977,5861,11618,669,4317,6632,6231,6931,13.8,24.3,1.5,9.3,13.6,172,444,179,490,88,402,91,451,127,116,0,116,8399,8285,114
2025-08,2025,8,11317,641,4161,6515,10380,572,3873,5935,6401,6087,13.9,24.5,1.5,9.3,13.8,151,490,128,444,86,403,77,380,115,99,1,98,7395,7290,105
2025-09,2025,9,11024,662,3950,6412,11972,692,4240,7040,5924,6050,14,24.8,1.5,9.3,13.9,153,509,171,521,107,403,111,428,153,141,0,141,7684,7589,95
2025-10,2025,10,10761,658,3860,6243,11463,703,4204,6556,6566,6925,14.3,25,1.5,9.3,14.2,156,502,158,545,84,368,91,392,220,120,1,119,7701,7571,130
2025-11,2025,11,9577,505,3863,5209,8944,476,3838,4630,6470,6375,14.4,24.8,1.5,9.3,14,171,334,174,302,[x],[x],[x],[x],[x],38,1,37,7191,7047,144
2025-12,2025,12,13315,632,4193,8490,12487,503,3956,8028,6904,6701,14.7,25.6,1.5,9.5,14.6,151,481,123,380,[x],[x],[x],[x],[x],49,1,48,3884,3786,98
2026-01,2026,1,10986,842,3855,6289,9560,870,3483,5207,6273,4311,14.7,25.7,1.6,9.5,14.7,165,677,198,672,[x],[x],[x],[x],[x],54,0,54,5008,4900,108
2026-02,2026,2,11755,820,4241,6694,11126,861,4353,5912,6735,6982,15,26.1,1.6,9.6,14.9,147,673,146,715,[x],[x],[x],[x],[x],69,0,69,5101,4996,105
2026-03,2026,3,12131,697,4395,7039,13495,787,4637,8071,6778,7886,15.3,26.8,1.6,9.8,15.3,142,555,148,639,[x],[x],[x],[x],[x],101,0,101,5464,5326,138
2026-04,2026,4,11032,760,3994,6278,11545,756,3852,6937,6876,7111,15.6,26.9,1.6,9.8,15.5,152,608,148,608,[x],[x],[x],[x],[x],56,0,56,4862,4736,126
2026-05,2026,5,11337,679,4128,6530,10579,626,3769,6184,7097,6955,15.8,27,1.6,9.8,15.5,159,520,143,483,[x],[x],[x],[x],[x],57,0,57,4817,4693,124
2026-06,2026,6,11934,695,3848,7391,12535,737,3976,7822,6896,6965,16,27.4,1.7,9.8,16,171,524,178,559,[x],[x],[x],[x],[x],79,1,78,4758,4620,138
2026-07,2026,7,11926,664,3820,7442,13264,713,4077,8474,[x],[x],[x],27.8,1.7,9.8,16.3,132,532,133,580,[x],[x],[x],[x],[x],112,0,112,5248,5098,150
