period,year,month,EW_total_individuals_SA,EW_bankruptcy_SA,EW_DRO_SA,EW_IVA_SA,EW_total_individuals_NSA,EW_bankruptcy_NSA,EW_DRO_NSA,EW_IVA_NSA,EW_IVA_approved_SA,EW_IVA_approved_NSA,EW_IVA_approved_rate_per_10000,EW_individual_rate_per_10000,EW_bankruptcy_rate_per_10000,EW_DRO_rate_per_10000,EW_IVA_rate_per_10000,EW_creditor_bankrupt_SA,EW_debtor_bankrupt_SA,EW_creditor_bankrupt_NSA,EW_debtor_bankrupt_NSA,EW_self_employed_bankrupt_SA,EW_other_bankrupt_SA,EW_self_employed_bankrupt_NSA,EW_other_bankrupt_NSA,EW_unknown_bankrupt_NSA,EW_total_IPO_IPA_NSA,EW_IPO_NSA,EW_IPA_NSA,EW_total_breathing_space_NSA,EW_standard_breathing_space_NSA,EW_mental_health_breathing_space_NSA
2000-01,2000,1,2648,1847,[z],801,2454,1781,[z],673,744,618,1.9,7.3,5.4,[z],1.9,680,1167,702,1079,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-02,2000,2,2436,1738,[z],698,2514,1849,[z],665,712,726,2,7.4,5.4,[z],1.9,594,1144,538,1311,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-03,2000,3,2514,1737,[z],777,2859,2038,[z],821,816,826,2,7.4,5.4,[z],2,633,1104,686,1352,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-04,2000,4,2359,1646,[z],713,2205,1541,[z],664,724,701,2.1,7.3,5.3,[z],2.1,557,1089,543,998,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-05,2000,5,2439,1757,[z],682,2640,1888,[z],752,574,631,2.1,7.4,5.3,[z],2.1,696,1061,775,1113,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-06,2000,6,2549,1862,[z],687,2683,1998,[z],685,632,659,2.1,7.5,5.3,[z],2.1,742,1120,811,1187,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-07,2000,7,2402,1769,[z],633,2450,1809,[z],641,601,653,2.1,7.4,5.3,[z],2.1,690,1079,718,1091,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-08,2000,8,2406,1863,[z],543,2504,1898,[z],606,507,593,2.1,7.5,5.4,[z],2.1,714,1149,685,1213,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-09,2000,9,2360,1781,[z],579,2321,1716,[z],605,575,556,2,7.4,5.3,[z],2.1,657,1124,667,1049,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-10,2000,10,2444,1850,[z],594,2496,1872,[z],624,575,588,2,7.4,5.4,[z],2,671,1179,663,1209,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-11,2000,11,2501,1875,[z],626,2532,1909,[z],623,642,645,1.9,7.4,5.4,[z],2,679,1196,670,1239,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2000-12,2000,12,2452,1848,[z],604,1853,1275,[z],578,621,526,1.9,7.3,5.4,[z],2,643,1205,498,777,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-01,2001,1,2327,1758,[z],569,2393,1864,[z],529,575,513,1.9,7.3,5.4,[z],1.9,624,1134,702,1162,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-02,2001,2,2664,2040,[z],624,2589,2031,[z],558,609,585,1.9,7.3,5.4,[z],1.9,746,1294,638,1393,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-03,2001,3,2519,1941,[z],578,2774,2197,[z],577,561,541,1.8,7.3,5.5,[z],1.8,660,1281,711,1486,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-04,2001,4,2694,2132,[z],562,2633,2086,[z],547,546,548,1.7,7.4,5.6,[z],1.8,679,1453,673,1413,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-05,2001,5,2473,1947,[z],526,2601,2029,[z],572,513,566,1.7,7.4,5.6,[z],1.8,650,1297,702,1327,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-06,2001,6,2433,1934,[z],499,2491,2019,[z],472,467,460,1.7,7.3,5.6,[z],1.7,666,1268,732,1287,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-07,2001,7,2539,2016,[z],523,2691,2138,[z],553,536,606,1.7,7.4,5.7,[z],1.7,665,1351,705,1433,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-08,2001,8,2461,1956,[z],505,2520,1959,[z],561,477,544,1.7,7.4,5.7,[z],1.7,616,1340,573,1386,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-09,2001,9,2419,1915,[z],504,2241,1748,[z],493,505,480,1.6,7.4,5.7,[z],1.7,589,1326,570,1178,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-10,2001,10,2489,1996,[z],493,2692,2145,[z],547,488,512,1.6,7.4,5.8,[z],1.6,632,1364,663,1482,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-11,2001,11,2352,1917,[z],435,2366,1934,[z],432,446,441,1.6,7.4,5.8,[z],1.6,588,1329,575,1359,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2001-12,2001,12,2452,2004,[z],448,1830,1405,[z],425,483,411,1.5,7.4,5.8,[z],1.5,623,1381,493,912,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-01,2002,1,2515,1988,[z],527,2514,2036,[z],478,525,470,1.5,7.4,5.8,[z],1.5,574,1414,634,1402,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-02,2002,2,2467,1942,[z],525,2424,1959,[z],465,512,485,1.5,7.3,5.8,[z],1.5,569,1373,494,1465,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-03,2002,3,2433,1965,[z],468,2437,2000,[z],437,515,494,1.5,7.2,5.8,[z],1.5,587,1378,590,1410,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-04,2002,4,2460,1932,[z],528,2696,2158,[z],538,507,506,1.5,7.3,5.8,[z],1.5,552,1380,604,1554,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-05,2002,5,2809,2245,[z],564,2911,2303,[z],608,556,602,1.5,7.3,5.9,[z],1.5,654,1591,681,1622,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-06,2002,6,2262,1773,[z],489,2208,1765,[z],443,425,419,1.5,7.3,5.8,[z],1.5,595,1178,619,1146,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-07,2002,7,2442,2005,[z],437,2747,2259,[z],488,466,537,1.4,7.3,5.8,[z],1.5,600,1405,676,1583,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-08,2002,8,2613,2059,[z],554,2564,1979,[z],585,544,593,1.5,7.3,5.8,[z],1.5,611,1448,569,1410,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-09,2002,9,2653,2111,[z],542,2591,2032,[z],559,564,560,1.5,7.4,5.9,[z],1.5,668,1443,658,1374,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-10,2002,10,2483,1956,[z],527,2652,2065,[z],587,552,593,1.5,7.3,5.9,[z],1.5,580,1376,594,1471,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-11,2002,11,2699,2155,[z],544,2643,2127,[z],516,535,506,1.5,7.4,5.9,[z],1.5,640,1515,636,1491,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2002-12,2002,12,2684,2115,[z],569,2131,1561,[z],570,574,510,1.5,7.5,5.9,[z],1.5,654,1461,527,1034,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-01,2003,1,2690,2150,[z],540,2662,2179,[z],483,549,484,1.5,7.5,6,[z],1.5,647,1503,707,1472,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-02,2003,2,2782,2229,[z],553,2731,2246,[z],485,595,555,1.6,7.6,6,[z],1.5,680,1549,602,1644,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-03,2003,3,2864,2274,[z],590,3070,2524,[z],546,551,530,1.6,7.7,6.2,[z],1.6,714,1560,739,1785,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-04,2003,4,2833,2255,[z],578,2942,2357,[z],585,626,641,1.6,7.8,6.2,[z],1.6,704,1551,746,1611,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-05,2003,5,2910,2298,[z],612,2903,2280,[z],623,647,670,1.6,7.8,6.2,[z],1.6,651,1647,674,1606,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-06,2003,6,2969,2221,[z],748,3053,2324,[z],729,640,665,1.7,8,6.3,[z],1.6,567,1654,595,1729,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-07,2003,7,2969,2331,[z],638,3271,2558,[z],713,632,725,1.7,8.1,6.4,[z],1.7,649,1682,707,1851,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-08,2003,8,2952,2324,[z],628,2752,2122,[z],630,626,663,1.7,8.1,6.4,[z],1.7,647,1677,579,1543,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-09,2003,9,3161,2490,[z],671,3287,2564,[z],723,595,607,1.7,8.3,6.6,[z],1.8,700,1790,748,1816,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-10,2003,10,3068,2509,[z],559,3234,2611,[z],623,565,603,1.7,8.4,6.7,[z],1.8,703,1806,698,1913,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-11,2003,11,3167,2485,[z],682,2955,2337,[z],618,687,652,1.8,8.5,6.7,[z],1.8,659,1826,627,1710,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2003-12,2003,12,3252,2480,[z],772,2759,1946,[z],813,802,720,1.8,8.7,6.8,[z],1.8,663,1817,562,1384,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-01,2004,1,3188,2450,[z],738,2984,2374,[z],610,780,645,1.9,8.7,6.9,[z],1.9,683,1767,757,1617,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-02,2004,2,3333,2592,[z],741,3217,2586,[z],631,760,703,1.9,8.9,6.9,[z],1.9,672,1920,592,1994,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-03,2004,3,3774,2922,[z],852,4497,3624,[z],873,786,827,2,9.2,7.2,[z],2,610,2312,679,2945,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-04,2004,4,3443,2653,[z],790,3456,2670,[z],786,790,785,2,9.3,7.3,[z],2,682,1971,680,1990,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-05,2004,5,4059,3310,[z],749,3880,3165,[z],715,742,747,2,9.5,7.5,[z],2.1,693,2617,694,2471,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-06,2004,6,3872,2942,[z],930,4195,3225,[z],970,928,994,2.1,9.8,7.7,[z],2.1,653,2289,723,2502,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-07,2004,7,3947,3084,[z],863,4069,3159,[z],910,887,935,2.2,10,7.8,[z],2.2,692,2392,721,2438,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-08,2004,8,4201,3139,[z],1062,4144,3022,[z],1122,971,1081,2.3,10.3,8.1,[z],2.3,714,2425,673,2349,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-09,2004,9,3938,3111,[z],827,3973,3097,[z],876,963,987,2.3,10.5,8.2,[z],2.3,680,2431,685,2412,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-10,2004,10,4263,3172,[z],1091,4132,3049,[z],1083,1035,1029,2.4,10.7,8.3,[z],2.4,607,2565,581,2468,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-11,2004,11,4301,3224,[z],1077,4504,3406,[z],1098,1049,1082,2.5,11.1,8.5,[z],2.5,695,2529,733,2673,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2004-12,2004,12,4248,3253,[z],995,3517,2477,[z],1040,1034,911,2.6,11.3,8.7,[z],2.6,658,2595,521,1956,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-01,2005,1,4261,3231,[z],1030,3851,3048,[z],803,1085,879,2.6,11.4,8.8,[z],2.6,701,2530,774,2274,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-02,2005,2,4468,3274,[z],1194,4349,3347,[z],1002,1128,1007,2.7,11.7,9,[z],2.7,593,2681,537,2810,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-03,2005,3,4513,3356,[z],1157,5041,3850,[z],1191,1239,1376,2.8,11.8,9,[z],2.8,662,2694,704,3146,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-04,2005,4,5292,3908,[z],1384,5428,4135,[z],1293,1393,1303,3,12.3,9.4,[z],2.9,827,3081,835,3300,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-05,2005,5,5306,3791,[z],1515,5338,3803,[z],1535,1485,1572,3.2,12.6,9.5,[z],3.1,758,3033,769,3034,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-06,2005,6,5658,4084,[z],1574,6115,4435,[z],1680,1610,1748,3.3,13.1,9.8,[z],3.3,830,3254,879,3556,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-07,2005,7,5824,4033,[z],1791,5760,3965,[z],1795,1694,1719,3.5,13.5,10,[z],3.5,823,3210,815,3150,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-08,2005,8,5819,4075,[z],1744,6112,4169,[z],1943,1753,1996,3.7,13.9,10.3,[z],3.7,776,3299,790,3379,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-09,2005,9,6059,4197,[z],1862,6143,4170,[z],1973,1958,1997,4,14.5,10.5,[z],3.9,804,3393,796,3374,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-10,2005,10,6379,4354,[z],2025,6348,4331,[z],2017,2154,2187,4.3,15,10.8,[z],4.2,831,3523,830,3501,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
2005-11,2005,11,6760,4385,[z],2375,7092,4642,[z],2450,2417,2533,4.6,15.6,11.1,[z],4.5,820,3565,867,3775,[x],[x],[x],[x],[x],[x],[x],[x],[z],[z],[z]
