period,year,month,EW_total_individuals_SA,EW_bankruptcy_SA,EW_DRO_SA,EW_IVA_SA,EW_total_individuals_NSA,EW_bankruptcy_NSA,EW_DRO_NSA,EW_IVA_NSA,EW_IVA_approved_SA,EW_IVA_approved_NSA,EW_IVA_approved_rate_per_10000,EW_individual_rate_per_10000,EW_bankruptcy_rate_per_10000,EW_DRO_rate_per_10000,EW_IVA_rate_per_10000,EW_creditor_bankrupt_SA,EW_debtor_bankrupt_SA,EW_creditor_bankrupt_NSA,EW_debtor_bankrupt_NSA,EW_self_employed_bankrupt_SA,EW_other_bankrupt_SA,EW_self_employed_bankrupt_NSA,EW_other_bankrupt_NSA,EW_unknown_bankrupt_NSA,EW_total_IPO_IPA_NSA,EW_IPO_NSA,EW_IPA_NSA,EW_total_breathing_space_NSA,EW_standard_breathing_space_NSA,EW_mental_health_breathing_space_NSA
2016-01,2016,1,6999,1130,2252,3617,6186,1091,1834,3261,3494,2617,8.7,17.5,3.4,5.3,8.8,355,775,396,695,301,848,310,766,15,240,2,238,[z],[z],[z]
2016-02,2016,2,7153,1189,2279,3685,6523,1251,2364,2908,3438,3456,8.8,17.5,3.4,5.3,8.8,330,859,301,950,301,865,304,921,26,176,2,174,[z],[z],[z]
2016-03,2016,3,6598,1274,2203,3121,7382,1437,2524,3421,3593,4119,8.9,17.5,3.3,5.4,8.8,366,908,399,1038,360,877,429,994,14,160,1,159,[z],[z],[z]
2016-04,2016,4,7678,1097,2191,4390,7799,1147,2178,4474,4133,3979,9.1,17.8,3.3,5.4,9.1,300,797,306,841,292,805,294,845,8,115,1,114,[z],[z],[z]
2016-05,2016,5,7332,1203,2161,3968,6992,1184,2187,3621,3947,3970,9.2,18.1,3.3,5.5,9.4,314,889,318,866,294,877,296,858,30,160,3,157,[z],[z],[z]
2016-06,2016,6,7583,1337,2253,3993,7920,1378,2376,4166,4192,4430,9.5,18.4,3.3,5.6,9.5,330,1007,336,1042,332,995,336,1020,22,234,2,232,[z],[z],[z]
2016-07,2016,7,8072,1422,2239,4411,8377,1375,2194,4808,4444,4417,9.7,18.6,3.3,5.6,9.7,302,1120,302,1073,348,1030,338,1014,23,242,3,239,[z],[z],[z]
2016-08,2016,8,7567,1236,2149,4182,7664,1291,2162,4211,4433,4667,10,18.8,3.3,5.7,9.9,312,924,333,958,306,916,306,960,25,256,2,254,[z],[z],[z]
2016-09,2016,9,8263,1274,2175,4814,9180,1270,2134,5776,4514,4612,10.2,19.3,3.3,5.8,10.3,309,965,303,967,321,942,303,948,19,305,2,303,[z],[z],[z]
2016-10,2016,10,8032,1371,2158,4503,7794,1360,2206,4228,4596,4656,10.5,19.5,3.3,5.7,10.5,371,1000,358,1002,336,986,332,998,30,258,2,256,[z],[z],[z]
2016-11,2016,11,7790,1268,2090,4432,8106,1322,2210,4574,4561,4959,10.7,19.6,3.3,5.7,10.6,313,955,325,997,323,930,336,972,14,287,3,284,[z],[z],[z]
2016-12,2016,12,7434,1248,2045,4141,6579,944,1827,3808,4532,3995,10.8,19.6,3.3,5.7,10.7,298,950,224,720,318,900,249,676,19,245,2,243,[z],[z],[z]
2017-01,2017,1,8055,1348,1988,4719,7636,1393,1730,4513,4780,3811,11.1,19.9,3.3,5.7,11,307,1041,362,1031,314,1023,348,1022,23,262,3,259,[z],[z],[z]
2017-02,2017,2,8848,1210,1956,5682,7370,1223,1929,4218,4721,4624,11.3,20.1,3.3,5.6,11.2,278,932,254,969,286,906,281,920,22,218,2,216,[z],[z],[z]
2017-03,2017,3,7627,1221,2073,4333,9224,1467,2460,5297,4723,5187,11.6,20.5,3.3,5.5,11.6,268,953,287,1180,291,925,348,1098,21,182,0,182,[z],[z],[z]
2017-04,2017,4,7220,1249,1856,4115,6652,1160,1687,3805,4831,4741,11.7,20.3,3.3,5.4,11.5,269,980,260,900,320,904,305,842,13,157,3,154,[z],[z],[z]
2017-05,2017,5,7532,1233,2082,4217,7749,1287,2242,4220,4750,4859,11.9,20.4,3.3,5.4,11.6,299,934,324,963,319,903,326,937,24,215,0,215,[z],[z],[z]
2017-06,2017,6,7712,1248,2159,4305,7956,1275,2217,4464,4993,5187,12.1,20.4,3.3,5.4,11.7,248,1000,247,1028,275,961,274,972,29,264,4,260,[z],[z],[z]
2017-07,2017,7,9137,1288,2032,5817,9769,1268,2068,6433,5284,5343,12.2,20.7,3.3,5.4,12,263,1025,267,1001,272,959,269,976,23,273,6,267,[z],[z],[z]
2017-08,2017,8,8814,1212,2246,5356,8785,1234,2235,5316,5111,5467,12.4,20.9,3.3,5.4,12.2,263,949,272,962,286,903,293,923,18,295,2,293,[z],[z],[z]
2017-09,2017,9,8591,1260,2071,5260,9242,1236,1971,6035,5308,5165,12.5,20.9,3.3,5.4,12.3,283,977,277,959,316,938,289,932,15,287,7,280,[z],[z],[z]
2017-10,2017,10,7371,1257,2109,4005,7567,1321,2207,4039,5179,5555,12.7,20.9,3.3,5.4,12.2,292,965,293,1028,301,920,319,983,19,332,3,329,[z],[z],[z]
2017-11,2017,11,9011,1287,2118,5606,9408,1303,2289,5816,5519,6059,12.9,21.1,3.3,5.4,12.5,264,1023,265,1038,306,965,310,973,20,320,3,317,[z],[z],[z]
2017-12,2017,12,9194,1297,2205,5692,7750,941,1859,4950,5487,4687,13.1,21.4,3.3,5.4,12.7,271,1026,196,745,317,964,241,691,9,217,1,216,[z],[z],[z]
2018-01,2018,1,8693,1362,2172,5159,8742,1505,2028,5209,5821,4692,13.3,21.6,3.3,5.4,12.9,309,1053,384,1121,322,1027,364,1108,33,239,4,235,[z],[z],[z]
2018-02,2018,2,8512,1387,2157,4968,7166,1415,2144,3607,5820,5781,13.5,21.6,3.3,5.5,12.8,324,1063,311,1104,335,1041,333,1062,20,231,2,229,[z],[z],[z]
2018-03,2018,3,9431,1382,2218,5831,10372,1464,2372,6536,5831,6286,13.7,21.8,3.3,5.5,13,320,1062,329,1135,332,1019,360,1079,25,197,1,196,[z],[z],[z]
2018-04,2018,4,9558,1381,2311,5866,9828,1440,2306,6082,5588,5580,13.9,22.5,3.4,5.6,13.5,340,1041,337,1103,314,1050,328,1089,23,178,3,175,[z],[z],[z]
2018-05,2018,5,9497,1356,2340,5801,9753,1361,2495,5897,6389,6564,14.3,22.9,3.4,5.6,13.9,281,1075,297,1064,311,1022,317,1027,17,227,1,226,[z],[z],[z]
2018-06,2018,6,9031,1339,2263,5429,8824,1307,2221,5296,5663,5533,14.3,23.1,3.4,5.6,14,290,1049,287,1020,332,1008,313,977,17,255,5,250,[z],[z],[z]
2018-07,2018,7,9396,1457,2433,5506,10266,1496,2492,6278,5528,5852,14.5,23.2,3.4,5.7,14,357,1100,373,1123,348,1045,366,1112,18,275,2,273,[z],[z],[z]
2018-08,2018,8,9449,1418,2471,5560,9226,1410,2397,5419,5049,5305,14.4,23.2,3.5,5.8,14,311,1107,301,1109,343,1065,338,1047,25,283,3,280,[z],[z],[z]
2018-09,2018,9,7601,1405,2279,3917,7530,1303,2108,4119,5705,5504,14.5,22.9,3.5,5.8,13.6,275,1130,254,1049,320,1042,287,987,29,275,1,274,[z],[z],[z]
2018-10,2018,10,10664,1393,2272,6999,11498,1551,2525,7422,6609,7241,14.8,23.7,3.5,5.8,14.3,281,1112,296,1255,316,1052,342,1181,28,352,1,351,[z],[z],[z]
2018-11,2018,11,12682,1342,2427,8913,12961,1345,2550,9066,6529,7031,15,24.4,3.5,5.9,15,279,1063,278,1067,311,1006,311,997,37,321,0,321,[z],[z],[z]
2018-12,2018,12,10485,1422,2341,6722,8831,1046,2046,5739,6358,5520,15.2,24.7,3.6,5.9,15.2,294,1128,213,833,311,1075,236,787,23,268,2,266,[z],[z],[z]
2019-01,2019,1,9769,1367,2284,6118,9747,1479,2144,6124,6375,5073,15.3,24.9,3.6,6,15.3,283,1084,339,1140,299,1010,337,1092,50,275,4,271,[z],[z],[z]
2019-02,2019,2,10021,1380,2348,6293,8278,1431,2369,4478,6610,6651,15.5,25.1,3.6,6,15.5,235,1145,235,1196,295,1051,299,1083,49,238,2,236,[z],[z],[z]
2019-03,2019,3,10936,1447,2300,7189,12214,1559,2433,8222,6679,6839,15.6,25.5,3.6,6,15.9,277,1170,273,1286,298,1105,328,1186,45,286,2,284,[z],[z],[z]
2019-04,2019,4,9476,1427,2419,5630,9684,1492,2389,5803,7123,7473,16,25.4,3.6,6,15.8,292,1135,305,1187,326,1058,343,1104,45,196,4,192,[z],[z],[z]
2019-05,2019,5,10548,1442,2150,6956,10989,1442,2289,7258,6694,6752,16,25.7,3.6,6,16.1,290,1152,296,1146,316,1097,307,1083,52,262,4,258,[z],[z],[z]
2019-06,2019,6,10409,1418,2264,6727,9721,1301,2118,6302,6861,6621,16.2,25.9,3.6,6,16.3,288,1130,271,1030,317,1051,290,967,44,269,4,265,[z],[z],[z]
2019-07,2019,7,10889,1344,2205,7340,12253,1464,2395,8394,6972,7525,16.6,26.3,3.6,5.9,16.7,272,1072,299,1165,302,963,325,1089,50,378,4,374,[z],[z],[z]
2019-08,2019,8,9647,1419,2090,6138,8910,1348,1955,5607,6907,6959,16.9,26.2,3.6,5.8,16.8,256,1163,237,1111,312,1061,297,1012,39,268,6,262,[z],[z],[z]
2019-09,2019,9,11828,1384,2487,7957,12280,1366,2438,8476,6778,6833,17.2,27.2,3.6,5.9,17.7,267,1117,251,1115,287,1076,265,1077,24,298,3,295,[z],[z],[z]
2019-10,2019,10,9200,1291,2282,5627,10055,1405,2509,6141,7074,7824,17.3,26.9,3.6,5.9,17.4,230,1061,234,1171,264,981,286,1073,46,318,2,316,[z],[z],[z]
2019-11,2019,11,9847,1407,2300,6140,9606,1365,2352,5889,6761,6879,17.3,26.1,3.6,5.9,16.7,226,1181,229,1136,272,1116,261,1071,33,305,2,303,[z],[z],[z]
2019-12,2019,12,9572,1416,2338,5818,8405,1091,2076,5238,7229,6635,17.5,26,3.6,5.9,16.6,211,1205,159,932,253,1121,203,854,34,244,0,244,[z],[z],[z]
2020-01,2020,1,10569,1445,2368,6756,10500,1540,2209,6751,7659,5803,17.6,26.2,3.6,5.9,16.7,214,1231,243,1297,283,1124,301,1201,38,272,2,270,[z],[z],[z]
2020-02,2020,2,10125,1498,2305,6322,8591,1558,2392,4641,7851,7966,17.9,26.3,3.6,5.9,16.8,197,1301,210,1348,301,1165,312,1211,35,205,3,202,[z],[z],[z]
2020-03,2020,3,6657,1301,2098,3258,7832,1487,2314,4031,7739,8598,18.3,25.3,3.6,5.8,15.9,172,1129,174,1313,254,1024,298,1162,27,202,3,199,[z],[z],[z]
2020-04,2020,4,9943,824,1525,7594,10404,817,1497,8090,5537,5810,17.9,25.5,3.4,5.7,16.4,36,788,33,784,144,674,144,663,10,105,0,105,[z],[z],[z]
2020-05,2020,5,14206,825,1617,11764,13853,742,1544,11567,4152,3897,17.3,26.1,3.3,5.5,17.3,57,768,52,690,105,699,93,630,19,149,1,148,[z],[z],[z]
2020-06,2020,6,7858,867,1783,5208,8282,883,1779,5620,3885,4015,16.8,25.8,3.2,5.4,17.1,71,796,71,812,135,715,130,732,21,184,1,183,[z],[z],[z]
2020-07,2020,7,6701,913,1560,4228,7334,937,1626,4771,5018,5355,16.3,24.7,3.1,5.3,16.4,86,827,88,849,142,731,142,770,25,173,1,172,[z],[z],[z]
2020-08,2020,8,7118,870,1490,4758,6381,793,1334,4254,5793,5729,16,24.2,3,5.1,16.1,98,772,85,708,134,704,122,645,26,164,2,162,[z],[z],[z]
2020-09,2020,9,6941,1030,1491,4420,7471,1056,1530,4885,6460,6708,16,23.1,2.9,4.9,15.3,92,938,93,963,197,792,191,828,37,158,1,157,[z],[z],[z]
2020-10,2020,10,11324,1054,1508,8762,11957,1076,1575,9306,6736,6943,15.8,23.5,2.8,4.7,16,110,944,106,970,179,805,179,811,86,150,2,148,[z],[z],[z]
2020-11,2020,11,9658,981,1394,7283,9336,945,1430,6961,6625,6946,15.8,23.5,2.7,4.5,16.2,111,870,110,835,157,768,153,725,67,208,3,205,[z],[z],[z]
2020-12,2020,12,10468,1051,1335,8082,9625,824,1243,7558,6795,6482,15.8,23.7,2.7,4.4,16.7,103,948,81,743,205,770,169,594,61,170,3,167,[z],[z],[z]
2021-01,2021,1,9358,865,1376,7117,8331,840,1175,6316,6406,4372,15.5,23.3,2.5,4.1,16.6,92,773,98,742,131,613,130,608,102,209,1,208,[z],[z],[z]
2021-02,2021,2,8186,888,1355,5943,6839,920,1394,4525,6358,6483,15.2,22.9,2.4,3.9,16.5,101,787,107,813,134,675,140,692,88,140,2,138,[z],[z],[z]
2021-03,2021,3,8876,865,1417,6594,10954,1042,1594,8318,7171,8339,15.1,23.5,2.3,3.8,17.5,98,767,105,937,123,683,150,811,81,67,0,67,[z],[z],[z]
2021-04,2021,4,9339,832,1444,7063,9872,825,1429,7618,6540,6656,15.3,23.4,2.3,3.7,17.3,87,745,86,739,119,653,119,639,67,65,3,62,[z],[z],[z]
2021-05,2021,5,8623,785,1547,6291,8496,732,1529,6235,6608,6361,15.8,22.3,2.3,3.7,16.2,89,696,85,647,134,568,122,533,77,45,0,45,6105,6058,47
2021-06,2021,6,9355,737,1432,7186,9851,750,1416,7685,6931,7136,16.4,22.6,2.3,3.7,16.6,101,636,105,645,109,528,108,537,105,92,0,92,5639,5576,63
2021-07,2021,7,8968,640,1838,6490,9090,634,1867,6589,6710,6846,16.7,22.9,2.2,3.7,17,97,543,100,534,105,439,104,451,79,76,0,76,5544,5456,88
2021-08,2021,8,9803,645,1863,7295,9117,625,1719,6773,6901,7129,17,23.5,2.2,3.8,17.5,82,563,75,550,104,477,103,465,57,108,1,107,4848,4781,67
2021-09,2021,9,9396,626,2016,6754,9967,630,2150,7187,6315,6595,17,24,2.1,3.9,18,75,551,77,553,109,453,105,465,60,109,1,108,5094,5010,84
2021-10,2021,10,9638,628,1949,7061,9682,618,1937,7127,6617,6554,16.9,23.5,2,4,17.5,106,522,100,518,115,433,115,416,87,113,0,113,4836,4755,81
2021-11,2021,11,9253,628,1878,6747,9391,652,2054,6685,6976,7483,17,23.5,1.9,4.1,17.5,91,537,100,552,109,451,116,459,77,163,0,163,4863,4773,90
2021-12,2021,12,9249,584,2022,6643,8452,454,1872,6126,7022,6602,17,23.3,1.8,4.3,17.2,94,490,74,380,110,401,89,300,65,134,0,134,4197,4093,104
2022-01,2022,1,9633,584,2095,6954,8485,585,1873,6027,6849,4659,17.1,23.3,1.8,4.4,17.1,72,512,78,507,85,423,86,437,62,106,0,106,5287,5215,72
2022-02,2022,2,11462,574,2162,8726,9837,601,2245,6991,7397,7565,17.3,23.9,1.7,4.6,17.6,99,475,106,495,104,406,111,420,70,113,0,113,5804,5716,88
2022-03,2022,3,9462,561,2190,6711,11552,657,2513,8382,7267,8467,17.3,24,1.6,4.8,17.6,101,460,108,549,104,382,130,445,82,116,1,115,6272,6151,121
2022-04,2022,4,9600,580,2092,6928,9789,559,1923,7307,7962,7845,17.5,24,1.6,4.9,17.5,98,482,96,463,100,413,96,397,66,92,0,92,5388,5282,106
2022-05,2022,5,10065,592,2045,7428,10499,590,2033,7876,7300,7464,17.8,24.4,1.5,5,17.9,97,495,93,497,102,406,99,408,83,53,1,52,5750,5639,111
2022-06,2022,6,9946,492,1898,7556,10533,500,1912,8121,7388,7648,17.9,24.5,1.5,5.1,17.9,90,402,90,410,105,326,102,330,68,124,0,124,5772,5687,85
2022-07,2022,7,9513,565,1925,7023,9201,545,1836,6820,7702,7685,18,24.5,1.5,5.1,18,84,481,84,461,106,389,100,387,58,104,0,104,6112,5994,118
2022-08,2022,8,9544,562,1949,7033,9583,579,1932,7072,7440,7849,18.2,24.6,1.5,5.1,18,93,469,88,491,104,389,104,407,68,108,0,108,6058,5971,87
2022-09,2022,9,9405,544,1728,7133,10024,548,1812,7664,7353,7567,18.3,24.6,1.4,5,18.1,111,433,116,432,103,383,99,391,58,113,0,113,6177,6085,92
2022-10,2022,10,10373,545,1838,7990,10531,551,1894,8086,7067,7071,18.4,24.7,1.4,5,18.3,84,461,82,469,103,378,103,373,75,85,0,85,6342,6230,112
2022-11,2022,11,10309,543,2093,7673,10478,561,2269,7648,6908,7404,18.4,24.9,1.4,5.1,18.5,106,437,116,445,105,358,113,361,87,97,1,96,6796,6689,107
2022-12,2022,12,9445,545,2207,6693,8240,407,1979,5854,6264,5674,18.2,24.9,1.4,5.1,18.4,110,435,86,321,107,368,84,265,58,62,0,62,5029,4912,117
2023-01,2023,1,8521,596,1904,6021,7748,641,1741,5366,6396,4559,18.2,24.7,1.4,5,18.2,108,488,123,518,113,398,121,439,81,65,2,63,7584,7487,97
2023-02,2023,2,9198,577,2007,6614,8226,612,2083,5531,6126,6326,17.9,24.3,1.4,5,17.9,117,460,126,486,118,401,126,421,65,59,0,59,7312,7173,139
2023-03,2023,3,9607,581,3017,6009,11443,683,3383,7377,6273,7337,17.6,24.3,1.4,5.2,17.7,110,471,118,565,131,393,159,453,71,48,3,45,8282,8110,172
2023-04,2023,4,9324,592,2706,6026,9008,545,2384,6079,5967,5787,17.2,24.1,1.4,5.3,17.4,134,458,127,418,108,391,102,364,79,15,0,15,6613,6485,128
2023-05,2023,5,9190,610,2402,6178,9995,653,2505,6837,5812,6157,16.9,23.9,1.4,5.4,17.2,130,480,132,521,121,431,120,468,65,23,0,23,6683,6609,74
2023-06,2023,6,7871,640,2350,4881,8132,657,2320,5155,5386,5500,16.4,23.4,1.5,5.4,16.5,137,503,136,521,118,449,115,460,82,71,1,70,7935,7824,111
2023-07,2023,7,8482,645,2688,5149,8291,644,2667,4980,5173,5302,15.9,23.2,1.5,5.6,16.1,145,500,149,495,113,458,107,474,63,112,0,112,7794,7660,134
2023-08,2023,8,8554,673,2718,5163,8556,671,2714,5171,4880,5197,15.3,23,1.5,5.8,15.7,159,514,149,522,131,449,131,462,78,108,1,107,7607,7488,119
2023-09,2023,9,7201,698,2876,3627,7284,684,2913,3687,4890,4761,14.7,22.4,1.5,6,14.9,176,522,189,495,135,465,125,461,98,86,0,86,7690,7573,117
2023-10,2023,10,9447,674,3117,5656,9886,713,3245,5928,4871,5109,14.3,22.2,1.5,6.3,14.4,157,517,160,553,136,466,144,477,92,120,0,120,7637,7509,128
2023-11,2023,11,7992,687,2994,4311,8266,685,3290,4291,4932,5295,13.9,21.7,1.6,6.5,13.7,154,533,163,522,129,460,136,445,104,86,0,86,7484,7351,133
2023-12,2023,12,8044,723,2940,4381,6598,510,2472,3616,5082,4457,13.6,21.4,1.6,6.6,13.2,168,555,124,386,139,495,107,332,71,90,0,90,5769,5657,112
2024-01,2024,1,8608,698,2898,5012,8104,785,2793,4526,5186,3768,13.4,21.4,1.6,6.8,13,149,549,179,606,113,482,124,550,111,88,0,88,8357,8232,125
2024-02,2024,2,10561,668,2781,7112,10144,721,3007,6416,5369,5831,13.3,21.8,1.6,6.9,13.2,118,550,127,594,119,467,131,500,90,88,0,88,8073,7964,109
2024-03,2024,3,9091,690,2748,5653,9074,682,2592,5800,4936,5410,12.9,21.3,1.6,6.8,12.9,153,537,153,529,112,491,122,477,83,69,1,68,7710,7610,100
2024-04,2024,4,9700,666,3771,5263,10806,725,3808,6273,5413,5529,12.8,21.6,1.7,7.1,12.9,141,525,146,579,124,453,132,500,93,44,1,43,7650,7548,102
2024-05,2024,5,9639,618,4015,5006,10153,622,4006,5525,5481,5724,12.7,21.6,1.7,7.4,12.6,133,485,124,498,114,421,107,426,89,140,2,138,7652,7547,105
2024-06,2024,6,10433,663,4176,5594,9724,616,3869,5239,5363,5093,12.6,21.9,1.7,7.7,12.6,180,483,167,449,147,396,135,370,111,108,0,108,6973,6876,97
2024-07,2024,7,10539,647,4137,5755,11432,708,4449,6275,5300,5833,12.7,22.6,1.7,8,12.9,162,485,179,529,115,416,117,468,123,137,0,137,7369,7244,125
2024-08,2024,8,9768,607,4017,5144,9368,559,3871,4938,5280,5204,12.7,22.7,1.6,8.3,12.8,162,445,143,416,100,401,91,379,89,114,0,114,7256,7138,118
2024-09,2024,9,10348,568,3897,5883,10568,547,3955,6066,5492,5463,12.8,23.4,1.6,8.5,13.3,161,407,167,380,102,368,96,354,97,122,3,119,6855,6761,94
2024-10,2024,10,9302,606,3715,4981,10111,647,4061,5403,5387,5804,13,23.4,1.6,8.6,13.2,170,436,178,469,98,394,106,405,136,140,1,139,7771,7664,107
2024-11,2024,11,10043,611,3679,5753,9842,578,3794,5470,5598,5537,13,23.7,1.6,8.7,13.4,161,450,166,412,102,399,103,365,110,104,0,104,7705,7585,120
2024-12,2024,12,9922,578,3414,5930,8632,432,3044,5156,5769,5379,13.2,24.1,1.6,8.8,13.7,149,429,112,320,101,375,83,268,81,95,0,95,5649,5563,86
2025-01,2025,1,9584,613,3727,5244,8873,661,3525,4687,5652,4075,13.2,24.2,1.5,9,13.7,184,429,210,451,118,376,126,403,132,101,0,101,8240,8150,90
2025-02,2025,2,9974,623,3734,5617,9403,647,3831,4925,5626,5798,13.2,24,1.5,9.1,13.4,174,449,178,469,97,394,101,407,139,93,1,92,7889,7775,114
2025-03,2025,3,9375,635,3598,5142,10033,686,3712,5635,5660,6152,13.3,24.2,1.5,9.3,13.3,180,455,185,501,102,405,118,439,129,79,0,79,8033,7932,101
2025-04,2025,4,10173,627,3890,5656,10619,632,3677,6310,5462,5735,13.4,24.1,1.5,9.3,13.3,171,456,173,459,92,408,94,417,121,54,2,52,7273,7170,103
2025-05,2025,5,10200,658,3862,5680,10285,636,3721,5928,5668,5692,13.3,24.1,1.5,9.2,13.4,173,485,158,478,90,448,82,447,107,110,0,110,7804,7683,121
2025-06,2025,6,10383,616,4113,5654,10202,616,4045,5541,5930,5894,13.5,24.2,1.5,9.2,13.4,130,486,122,494,91,433,87,436,93,104,0,104,7637,7535,102
2025-07,2025,7,10608,619,3996,5993,11618,667,4317,6634,6201,6935,13.7,24.2,1.5,9.2,13.5,163,456,177,490,88,402,90,451,126,116,0,116,8399,8285,114
2025-08,2025,8,11329,633,4201,6495,10379,568,3873,5938,6348,6071,13.8,24.3,1.5,9.2,13.7,146,487,125,443,85,412,76,380,112,99,1,98,7395,7290,105
2025-09,2025,9,11057,660,3967,6430,11967,687,4240,7040,5896,6042,13.9,24.6,1.5,9.2,13.8,148,512,166,521,109,402,109,426,152,141,0,141,7684,7589,95
2025-10,2025,10,10656,654,3864,6138,11463,702,4204,6557,6423,6827,14.1,24.8,1.5,9.3,14,152,502,157,545,86,384,89,391,222,120,1,119,7701,7571,130
2025-11,2025,11,9450,522,3838,5090,8927,475,3838,4614,6115,6004,14.2,24.6,1.5,9.2,13.9,173,349,171,304,[x],[x],[x],[x],[x],38,1,37,7191,7047,144
2025-12,2025,12,13453,601,4150,8702,12471,483,3956,8032,[x],[x],[x],25.3,1.5,9.4,14.4,134,467,106,377,[x],[x],[x],[x],[x],49,1,48,3884,3786,98
